ClinicId,Name,Npi,Address,City,State,Zip,Lat,Lon,Phone
0a52018e-775b-380d-a09c-bc04f8f34bdc,FLORIDEAN NURSING AND REHABILITATION CENTER  THE,1221152550,47 NW 32ND PLACE,MIAMI,FL,331254914,25.7728212,-80.2485969,3056492911
9f813d80-5bfc-34df-bb58-7aa89a076a8b,JULME FAMILY MEDICINE INC,1144946104,333 ARTHUR GODFREY RD,MIAMI BEACH,FL,331403608,25.8140404,-80.1270673,3055382160
4c92adb8-9359-3513-8433-470b053a3abe,ULTRA CARE MEDICAL CENTERS LLC,2627863501,6801 SW 8TH ST,MIAMI,FL,331444742,25.763351450000002,-80.30624930684453,3058350413
6746000d-7b20-34f7-893c-928f56b62cee,HOME MED SOLUTIONS LLC,1169488768,10631 SW 88TH ST STE 110,MIAMI BEACH,FL,331391425,25.7929198,-80.1353006,3056723455
2d653552-cb78-326b-9a42-ba2cf67846b1,STEWARD CGH INC,1547627277,3100 S DOUGLAS RD,CORAL GABLES,FL,331553215,25.7591188,-80.2549178,3054458461
e6cd23c1-e4f7-359c-9ecd-f1080b2336e0,DD HEALTH HOME CARE INC,1049117447,4210 NW 4TH ST,MIAMI,FL,331265535,25.775783699999998,-80.26452272503332,3055411909
2866c102-503e-32af-936e-fb60fcf47814,UNIVERSITY HEALTH CARE CORAL GABLES INC,1135297467,4908 SW 8TH ST,CORAL GABLES,FL,331342439,25.7638274,-80.27601479892212,3052269111
f6fca76c-c1ee-3f35-894f-054c3ae33d97,URGENT CARE PHYSICIANS OF WESTCHESTER LLC,1960479404,8840 BIRD ROAD,MIAMI,FL,331655482,25.7324481,-80.3384972,7865963890
967f75b9-e2d2-3ed3-8f44-c7d8976cee73,CALIBER MEDICAL CENTER,2010374843,401 CORAL WAY,CORAL GABLES,FL,331344977,25.7497807,-80.2631321,3058334656
a8863d4f-597e-309c-920a-f2e463e3a8b9,MOUNT SINAI MEDICAL CENTER,2495411110,4300 ALTON RD,MIAMI BEACH,FL,331402800,25.81338075,-80.14087344557441,3056742121
8ec2cd35-3c23-37b6-bad7-57e254dfdc07,PRIMARY WOUND CARE SPECIALISTS LLC,1926278429,4960 SW 72ND AVE,MIAMI,FL,331556624,25.7238538,-80.312794,3057534500
056310f2-f040-30ec-bc3e-b62f8c02445d,COMMUNITY HEALTH OF SOUTH FLORIDA INC,2731456689,3831 GRAND AVE,MIAMI,FL,331334862,25.7278205,-80.25540586687592,3052535100
c264a5e8-5feb-3e62-8508-ba793fc8a6ec,SELECT SPECIALTY HOSPITAL-MIAMI,2013415460,955 NW 3RD STREET 8TH FLOOR,MIAMI,FL,331281274,25.7741728,-80.19362,3054165700
69f4e39b-85d4-35eb-b677-ad73da6fda18,CAMILLUS HEALTH CONCERN  INC,2764925089,1545 NW 77 AVE,MIAMI,FL,331361403,25.7741728,-80.19362,3053741065
26009931-a0bc-3814-bf98-2647b170adc1,JACKSON MEMORIAL LONG TERM CARE CENTER,2751530744,2500 NW 22ND AVE,MIAMI,FL,331428429,25.7999307,-80.231965,7864663000
3ac0179b-ea23-3289-b760-42248bdd14ae,BORINQUEN HEALTH CARE CENTER INC,1026237663,7801 NE 2ND AVE,MIAMI,FL,331384804,25.8466609,-80.1924953,3055766611
27bec214-a864-304d-8c4b-ed9a862838ab,EZ MEDICAL CENTER  INC,1049530607,737 E 10TH AVE,HIALEAH,FL,330103635,25.8296227,-80.2599453,3058285808
500bf7e7-4cd1-321f-90d1-e38b8d3e6ab6,Healthcare for Homeless Veterans,1411575420,1492 Flagler St,Miami,FL,33135,25.773329,-80.21944,305-541-5864
ea3289da-89cc-31fb-bc40-f0828801c37e,MIAMI MEDICAL CENTER  THE,2816702189,5959 NW 7TH ST,MIAMI,FL,331263129,25.7789557,-80.29459191774082,3052641000
4c323669-b2f4-3919-b236-f07dc297c386,JESSIE TRICE COMMUNITY HEALTH SYSTEM INC,1499301798,2520 NW 75TH STREET,MIAMI,FL,33147,25.8423537,-80.2401103,3056376400
4e9f0200-8411-3b24-81e8-8e962a0a9f02,LARKIN COMMUNITY HOSPITAL INC,2748173657,7031 SW 62ND AVENUE,SOUTH MIAMI,FL,331434719,25.7057985,-80.29311096346885,3052847585
4521eaa9-72f6-3afe-9afa-8234bcf589de,MIAMI CARE CENTER INC,1404421392,5959 NW 7TH ST,MIAMI,FL,331263129,25.7789557,-80.29459191774082,3052612273
d21891fe-3047-3182-bfa6-17e630188bf5,BORINQUEN HEALTH CARE CENTER INC,2351413390,400 NE 31ST ST,MIAMI,FL,331374213,25.80631495,-80.18835685,3055763784
0249d366-7892-3154-9f23-1e97ccb09617,THE SANDS AT SOUTH BEACH FACILITY INC,2954484574,42 COLLINS AVE,MIAMI BEACH,FL,331397314,25.7694756,-80.13444872080045,3056721771
695a4fac-ca75-301e-bdf5-a28112e0950d,PLANTATION GENERAL HOSPITAL LP,2138213410,3663 SOUTH MIAMI AVE,MIAMI,FL,331334253,25.7411276,-80.2142781767664,3052852121
ac816bf6-2c05-3f57-972c-5e664fc74c7c,BRISTOL HOSPICE- MIAMI DADE LLC,1933416129,5201 BLUE LAGOON DR,MIAMI,FL,33126,25.7832539,-80.2812171,8016562769
8d5b2f73-b46b-30e3-a809-e1b3886f7886,KENDALL HEALTHCARE PROPERTIES III,1304737731,11215 SW 84TH ST,MIAMI,FL,331733600,25.690823,-80.37443184743628,3052712225
18a5842a-8517-3d63-9b92-bd1755da7f57,ALMA-ATA HEALTHCARE LLC,2395283916,1225 ALTON RD,MIAMI BEACH,FL,331393809,25.7832722,-80.1406202,3055328355
9fb50471-c7b9-365a-abe8-350d7c212651,MOUNT SINAI MEDICAL CENTER OF FLORIDA  INC,2317619684,4300 ALTON RD,MIAMI BEACH,FL,331402800,25.81338075,-80.14087344557441,3056742662
5cb8ca97-d6ef-35f1-a2c7-a484a40d7774,ECONOMIC OPPORTUNITY FAMILY HLTH CTR,2198740088,5361 NW 22ND AVE,MIAMI,FL,331428035,25.8237855,-80.2322511,3056376400
a18cbced-9b71-3e77-875a-906c39cb5c28,FAMILY UNITED HEALTH COMMUNITY INC,1700756525,8725 NW 18TH TER STE 206,WEST MIAMI,FL,331444812,25.7560176,-80.2956847,7864518700
57046d5b-04dd-31c3-aa7c-4bd5bb93a3d7,TAMAYO URGENT CARE INC,2976340325,9037 BISCAYNE BLVD,MIAMI SHORES,FL,331383221,25.85814544897959,-80.18383253061225,3058356322
c6fd060f-0e00-3b37-b796-d748134bdbda,LA CARIDAD MEDICAL CENTER CORP,1781579341,2260 SW 8TH ST STE 200,MIAMI,FL,331354938,25.7651721,-80.23190370110692,3053810846
ae718f0c-c60e-301b-ab61-a4d8971bfd42,BAPTIST HEALTH HOME CARE,1594236477,12400 SW 127 AVE,MIAMI,FL,331866596,25.7741728,-80.19362,7865963010
ea8eda8c-e950-3f30-af5b-d26d5767e88d,PONCE PLAZA NURSING & REHABILITATION CENTER,1893873947,335 SW 12TH AVE,MIAMI,FL,331302011,25.770054299999998,-80.21429580836632,3055456695
a1a31c25-08e9-3090-a595-ebdc06a9062e,JESSIE TRICE COMMUNITY HEALTH SYSTEM INC,2697432815,217 NW 15TH ST,MIAMI,FL,331361832,25.789771299999998,-80.19921525000001,3056376400
3e03eace-528a-3542-ae9e-d043197ec98c,INTEGRAL HOME HEALTH AGENCY  INC.,1116006861,4471 NW 36TH ST,MIAMI SPRINGS,FL,331667288,25.8084842,-80.269929,3058843582
f0ed1404-4e36-3b1d-ae6f-1e3e47b4a128,URGENT MEDCARE SOUTH MIAMI LLC,1764525600,6285 SUNSET DR,SOUTH MIAMI,FL,331434804,25.704325349999998,-80.2955332,3052137088
565b7705-2dc6-3eaa-885c-480bfe55d00a,BORINQUEN HEALTH CARE CENTER,1711385868,3601 FEDERAL HWY,MIAMI,FL,331373795,25.810845299999997,-80.19056104884469,3055766611
c4745294-e174-3399-81a6-d265fb1fa541,JESSIE TRICE COMMUNITY HEALTH SYSTEM INC,1287699502,1100 NW 71ST ST,MIAMI,FL,331503894,25.838983,-80.2139181,3056376400
4add9da3-583f-3948-89e1-eaf9a2a5bd02,MIAMI BEACH COMMUNITY HEALTH CENTER,2521420614,1221 71ST STREET,MIAMI BEACH,FL,331413647,25.8546223,-80.1319787,3055388835
54e5f0d5-2637-397e-9f92-971f278cf880,LUZ MEDICAL CENTER LLC,1390724916,7815 CORAL WAY STE 103,HIALEAH,FL,330166890,25.8575963,-80.2781057,7863765554
e8e6402e-d1b0-3440-9c06-4921c49ffb4f,DIVINE HEALTH CARE CORP,2279929097,106B SW 27TH AVE,MIAMI,FL,331351429,25.7398926,-80.2377937,3055413728
4695c6ea-4044-3928-bbc0-d2bf9b71b374,KEY BISCAYNE MEDICAL CENTER INC,1486744752,3661 S MIAMI AVE STE 510,MIAMI,FL,331462048,25.7401554,-80.2140497,3058601030
ef354b5b-4fb6-399b-bf96-ab1c8874901a,CAMILLUS HEALTH CONCERN INC,2002871483,336 NW 5TH ST,MIAMI,FL,331281616,25.7785404,-80.2004861,3055774840
97a91c6f-f4cf-309a-b24e-5535f37e76a6,WEST KENDALL BAPTIST HOSPITAL,2578664619,9555 SW 162 AVE,MIAMI,FL,331966408,25.7741728,-80.19362,7864672011
1eb5c28b-fa8a-329c-93fc-ce1735012cea,HEALTH MED HOME CARE  INC.,1378696706,735 NW 22 AVENUE,MIAMI,FL,33125,25.7741728,-80.19362,3052077383
b015b60b-440c-39dc-a2ee-3b570a4198e4,WESTCHESTER GENERAL HOSPITAL  INC.,2135475038,2500 SW 75TH AVE,MIAMI,FL,331552805,25.74730525,-80.31770024209867,3052645252
fcee409a-af21-38be-b818-452442b3df58,FAMILY RESOURCE CENTER OF SOUTH FLORIDA INC,1284912320,155 SOUTH MIAMI AVENUE,MIAMI,FL,331301634,25.7727597,-80.19332,3053746006
b253f571-9fda-308a-980d-e1f6c8c03914,FED HELP MEDICAL CENTERS OF SOUTH DADE CORP,1149086849,9495 SUNSET DR STE B250,MIAMI,FL,331735411,25.804427,-80.1451234,3052836254
d21912db-2965-326f-ba58-a9cd142d4460,TOTAL NURSING SERVICES  INC.,1024868261,5951 NW 173 DR STE 11,MIAMI,FL,330155113,25.7741728,-80.19362,3053621211
d4314f61-9fff-3557-ada6-2b67397c4f3f,MIAMI URGENT CARE PA,1750382743,2645 SW 37TH AVE,CORAL GABLES,FL,331332744,25.7591188,-80.2549178,3054485704
4cca71fb-1392-347f-90d8-e7b6c20d04af,DADE INTERNAL MEDICINE AND ASSOCIATES INC,1760629430,811 NE 122ND ST,NORTH MIAMI,FL,331615725,25.887901399999997,-80.18190274304868,3059622811
eccd2b7e-24f1-319f-ad06-46f94cb3168e,HCA FLORIDA KENDALL HOSPITAL,2328196912,11750 BIRD RD,MIAMI,FL,331834832,25.73100385,-80.38624330832934,3052233000
a8b406a5-7166-3cbc-ba29-b5d2a76ac0b1,PLANTATION GENERAL HOSPITAL LP,2432380006,3663 S MIAMI AVE,MIAMI,FL,331334253,25.7411276,-80.2142781767664,3052852121
a97dc2e6-3533-32e1-93c7-c8d048ca8c89,ALT HEALTH CARE LLC,1723072553,3769 NW 13TH ST,MIAMI,FL,331262622,25.7854154,-80.2578927,7867287216
c0316369-179d-3bd6-8ac8-ff80bcd6fbbb,PLANTATION GENERAL HOSPITAL LP,2544082722,3663 S MIAMI AVE,MIAMI,FL,331334253,25.7411276,-80.2142781767664,3052852121
f55c6a7b-64c8-3dc5-ac55-11f371058bf5,MOUNT SINAI MEDICAL CENTER OF FLORIDA  INC,1737174254,4300 ALTON RD,MIAMI BEACH,FL,331402800,25.81338075,-80.14087344557441,3056742662
63968b6a-6cc5-336e-8d48-42af5ff7f585,UNITY HEALTH AND REHABILITATION CENTER,2865843470,1404 NW 22ND STREET,MIAMI,FL,331427742,25.7974107,-80.2198817,3053251050
fa5e2bdc-053e-3e07-a3f4-61834d451a30,ALL SERVICES HOME HEALTH AGENCY INC,2094007665,3625 NW 82ND AVE STE 205,MIAMI,FL,331667601,25.80753945,-80.3287737532566,3058880868
88c999fa-2b25-39d7-8e1c-fe34f08457f9,CAREMAX MEDICAL CENTER OF CORAL WAY LLC,1630298135,1757 SW 22ND ST,CORAL GABLES,FL,331452728,25.7498197,-80.2551658,7864421040
e9f5ae9d-22e2-39f2-9f2d-e8f96df8d157,EPIC HEALTHCARE SYSTEMS INC,2157149578,7805 SW 24TH ST STE 121,MIAMI,FL,331556553,25.748088555555558,-80.32328755555557,3052697058
f04f4d1d-2d36-3a98-9104-451570b20add,PROMEDICA HOSPICE (BROWARD),1521281208,150 S PINE ISLAND RD STE 540,SOUTH MIAMI,FL,331435198,25.7076017,-80.2933846,9544677423
7a64bf7d-2d91-3ef5-bb60-5855b51c944c,VISANT MEDICAL CENTER INC,2412302145,1338 SW 8TH ST,MIAMI,FL,331353904,25.765694,-80.217624,3053236410
29988a05-bec5-33c9-a227-85c6ef0d98b6,MIAMI JEWISH HEALTH SYSTEMS INC,2487977839,5200 NE 2ND AVE,MIAMI,FL,331372706,25.8237323,-80.19296,3057518626
6e0cb260-c22b-3e66-8ee7-efdae76a169a,GLOBAL NURSING HOME HEALTH INC,2123051528,7105 SW 8TH ST,MIAMI,FL,331444664,25.76311975,-80.3104638074947,3056468220
7196144c-d75c-3821-9da4-6b5178a8af15,LA FAMILIA MEDICAL CENTER INC,1435693837,2199 W FLAGLER ST,MIAMI,FL,331351939,25.772901,-80.2306573,3056430550
0c80539d-c3ff-36d5-9b49-1442cfe6cf78,WEST GABLES REHABILITATION HOSPITAL,1153693100,2525 SW 75TH AVE,MIAMI,FL,331552800,25.7468683,-80.31648450183764,3052601816
a1e9b935-c138-3eb1-b74e-a234525d1d7e,ST CATHERINE'S REHABILITATION HOSPITAL,1596948384,1050 NE 125TH ST,NORTH MIAMI,FL,331615805,25.889921,-80.177,3058918850
fceeb6a0-522a-3a23-ae64-fa743b6629d3,Miami VA Healthcare System,1829497803,1201 N.W. 16th St.,Miami,FL,33125,25.790472,-80.215126,305-575-7000 Or 305-575-7000
ddee6fbe-552f-3371-a089-74b5729e6a8f,SHIN WELLNESS L L C,1200609786,4500 BISCAYNE BLVD,MIAMI,FL,331373227,25.817624199999997,-80.18876931587556,3055719090
4ba2a502-e62f-30b0-8da9-ef2ebd0724c2,MIAMI FAMILY ENT PA,1135925851,8950 SW 74TH CT STE 1205,MIAMI,FL,331562739,25.687037150000002,-80.31584430000001,3056631552
85f7473b-194c-330b-993b-4a20040e8e80,FAITH HEALTH CARE  INC,2058333032,11401 SW 40TH ST STE 250,MIAMI,FL,33165,25.7324139,-80.3802222,3052284800
56047300-eb8f-3eaf-8fda-1ed502342b5a,VITAL MEDICAL CENTER INC,1581337643,8300 WEST FLASLER STREET,MIAMI,FL,331442098,25.7741728,-80.19362,3052200300
bec20860-2a9d-3ecd-86f6-644ec5a4c035,CARE RESOURCE COMMUNITY HEALTH CENTERS  INC,2896589241,1680 MICHIGAN AVE STE 912,MIAMI BEACH,FL,331392550,25.7916881,-80.138986,3055761234
17eb7d17-f949-3d32-aa28-99caff8ac24a,BORINQUEN HEALTH CARE CENTER INC,2128257674,100 NE 38TH ST,MIAMI,FL,331373795,25.8117044,-80.192892,3055761599
8a0374e3-38d0-3285-b958-6d17cafa5fa9,HIGH PERFORMANCE HEALTHCARE CORPORATION,2740999471,123 SE 3RD AVE,MIAMI,FL,331502012,25.7728228,-80.1887736,(732) 610-0793
96eca66c-a86c-36ff-bc02-01a46a079c1b,NAVARRO MEDICAL CENTERS LLC,1281432371,10240 SW 56TH ST STE 101,MIAMI,FL,331657066,25.7152456,-80.3597388,7863324577
f3bf2d29-0580-34d2-92a9-b978b1cc64f2,EOFHC-NORTH,1871465112,1220 NW 95TH STREET,MIAMI,FL,331502064,25.861504437237723,-80.21664667153318,3056946900
90f49891-780f-3279-98f1-cd54f618c54f,EXCLUSIVE SERVICES  INC.,1634492411,7181 SW 43RD ST,MIAMI,FL,331554607,25.7303957,-80.3103776,3052664755
3926e40c-afcf-37b9-a74f-c25075518956,STEWARD NSMC INC,2580518910,1100 NW 95TH ST,MIAMI,FL,331502038,25.859556050000002,-80.213920403506,9544857707
68e51096-7047-37db-875d-3309fef4153d,BROWNSVILLE MEDICAL CENTER INC,1804094690,2525 NW 54TH ST,MIAMI,FL,331422946,25.824053548387095,-80.23901322580646,3056339090
321e5d94-6a4c-341c-aafb-7e9412f88c9d,GRAND HEALTH CARE CONSULTING LLC,1542683465,1717 N BAYSHORE DR,MIAMI,FL,331321180,25.7914625,-80.1866764,3057280505
bbd264e1-caa0-3f33-9da2-9db2f02e3f33,SEASONS HOSPICE & PALLIATIVE CARE OF SOUTHERN FLORIDA  LLC,1258582745,5200 NE 2ND AVE,MIAMI,FL,331502038,25.8237323,-80.19296,8005708809
9f61f32d-a5e2-377d-8337-06911a94faa4,GLOWING HEALTHCARE LLC,1381941362,3659 S MIAMI AVE STE 5002,MIAMI,FL,331334231,25.7403142,-80.2138076,3058150055
9612df70-5588-39d4-a47f-71e2dfaf641c,LIFELINE HOME HEALTHCARE PROVIDERS INC,1624838383,9425 SUNSET DR STE 237,MIAMI,FL,331735457,25.804427,-80.1451234,3052632757
020fff45-f732-3834-9225-38fca41a65b9,RHEUMATIC WELLNESS INSTITUTE,2314578750,6280 SUNSET DR STE 501,SOUTH MIAMI,FL,331434870,25.703464349999997,-80.2951803810949,3056713447
338855b2-d592-3ff6-8057-c05a8187e387,KINDRED AT HOME,1146606201,6161 BLUE LAGOON DR STE 280,MIAMI,FL,331262046,25.78375605,-80.29670144602896,3058215553
038cc693-77cd-3b4a-8ab2-33ab29b4afdd,WELLNESS DIAGNOSTIC CENTER INC,1644257408,7175 SW 8TH ST,MIAMI,FL,331444674,25.762926666666665,-80.31135266666666,3054566055
0b60a0f7-37f7-3e75-9c7d-1775576d579f,FAMILY SOCIAL SERVICES LLC,2785938996,815 NW 57TH AVE STE 325,MIAMI,FL,331262054,25.807832,-80.2891244,7863646510
e4417b43-1ef4-3482-b6c0-805edddd2524,QUALITY PROFESSIONAL HEALTHCARE CORP,2630483743,5040 NW 7TH ST,MIAMI,FL,331263422,25.7779808,-80.27678881965645,3055825735
e63ff370-3954-3030-8c3d-d4495374e259,PREMIER PAIN MEDICAL CENTER INC,1922893486,3399 NW 72ND AVE STE 101,MIAMI,FL,331221355,25.8072506,-80.3128739,3055999933
8fc41fa0-18ac-3f8f-bff0-916489874324,JIMENEZ MEDICAL CENTER  INC.,2676152392,1400 NW 12TH AVE,MIAMI,FL,331251653,25.78841925,-80.21634329983834,3053250913
c96031e2-5283-38d6-9c27-bd909df74622,RIVERSIDE CARE CENTER,1501399467,899 NW 4TH STREET,MIAMI,FL,331281309,25.7778627,-80.20915479844858,3053261236
dae9a141-435e-33ce-85b8-27b90b2f40aa,MONES ALHAMBRA FAMILY PRACTICE CENTER PA,1908454774,2645 SW 37TH AVE,MIAMI,FL,331332744,25.742333,-80.2540819,3054488134
fb3558c4-b352-3713-b3eb-c69809619c98,PROFESSIONAL HEALTHCARE ASSOCIATES LLC,1314663687,8950 SW 57TH AVE,MIAMI,FL,331571776,25.6878938,-80.2854621,3053224116
